23-02-26, PAPM2 - A5 - 09:00 às 09:30 - Apresentação da disciplina - [ Sandra Maria Barroso Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
23-02-26, PAPM2 - A5 - 09:30 às 10:30 - ECTOSCOPIA - [ Sandra Maria Barroso Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
23-02-26, PAPM2 - A5 - 10:30 às 12:30 - PRÁTICA ECTOSCOPIA - [ Lahís Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
23-02-26, PAPM2 - A5 - 10:30 às 12:30 - PRÁTICA ECTOSCOPIA - [ Reinaldo de Sousa Itaborahy ] , Programa de Aproximação à Prática Médica II
23-02-26, SF2 - A5 - 14:00 às 17:00 - Apresentação UI/ Fundamentos do SUS (História Políticas Públicas de Saúde/Reforma Sanitária/ Constituição 1988) - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
24-02-26, AMEC - A5 - 09:00 às 10:30 - Plano geral tubo digestivo e cavidade oral - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
24-02-26, AMEC - A5 - 11:00 às 12:30 - Esôfago e Estômago - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
25-02-26, Anato2 - A5 - 09:00 às 13:00 - Apresentação da equipe. Objetivos a serem alcançados; normas; Região Oral / Esôfago / Parede Abdominal Estômago / Intestinos - [ Alan Gomes de Miranda ] , Anatomia Sistêmica Aplicada II
25-02-26, Anato2 - A5 - 09:00 às 13:00 - Apresentação da equipe. Objetivos a serem alcançados; normas; Região Oral / Esôfago / Parede Abdominal Estômago / Intestinos - [ Fábio Lopes Telles ] , Anatomia Sistêmica Aplicada II
25-02-26, Anato2 - A5 - 09:00 às 13:00 - Apresentação da equipe. Objetivos a serem alcançados; normas; Região Oral / Esôfago / Parede Abdominal Estômago / Intestinos - [ Juliana Profilo Sampaio ] , Anatomia Sistêmica Aplicada II
26-02-26, FB2 - A5 - 09:00 às 12:00 - Dosagem de Colesterol - [ Hélcio Serpa de Figueiredo Júnior ] , Funções Biológicas II
26-02-26, PratExt2 - A5 - 14:00 às 17:00 - Apresentação trilha AVA - [ Fátima Lúcia Cartaxo Machado ] , Prática Extensionista II
27-02-26, Psico - A5 - 16:00 às 17:50 - Apresentação da disciplina - Conceitos básicos sobre psicologia, psiquiatria e psicologia médica - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
27-02-26, BFF2 - A5 - 09:00 às 13:00 - Funções secretoras do trato digestivo // Fisiologia dos distúrbios gastrointestinais relacionados ao tema - [ Natalia Santos da Fonseca Martins ] , Biofísica e Fisiologia II
02-03-26, PAPM2 - A5 - 14:00 às 15:30 - EDEMA - [ Sandra Maria Barroso Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
02-03-26, PAPM2 - A5 - 15:30 às 17:30 - FEBRE - [ Pedro Henrique Pinto Martins ] , Programa de Aproximação à Prática Médica II
02-03-26, SF2 - A5 - 09:00 às 12:00 - Fundamentos do SUS (Leis Orgânicas da Saúde: Lei 8080 e Lei 8142/1994 - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
03-03-26, AMEC - A5 - 09:00 às 10:30 - Prática: Língua, Esôfago e Estômago - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
03-03-26, AMEC - A5 - 09:00 às 10:30 - Prática: Língua, Esôfago e Estômago - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
03-03-26, AMEC - A5 - 14:00 às 15:30 - Glândulas Salivares e Pâncreas - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
03-03-26, AMEC - A5 - 16:00 às 17:30 - Glândulas Salivares e Pâncreas - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
04-03-26, Anato2 - A5 - 09:00 às 13:00 - Apresentação da equipe. Objetivos a serem alcançados; normas; Região Oral / Esôfago / Parede Abdominal Estômago / Intestinos - [ Emílio Conceição de Siqueira ] , Anatomia Sistêmica Aplicada II
05-03-26, FB2 - A5 - 14:00 às 17:00 - Dislipidemia - [ Cícero Figueiredo Freitas ] , Funções Biológicas II
05-03-26, PratExt2 - A5 - 09:00 às 12:00 - Apresentação da Unidade Curricular - [ Fátima Lúcia Cartaxo Machado ] , Prática Extensionista II
05-03-26, PratExt2 - A5 - 09:00 às 12:00 - Apresentação da Unidade Curricular - [ Joseane Reis de Faria ] , Prática Extensionista II
05-03-26, PratExt2 - A5 - 09:00 às 12:00 - Apresentação Unidade Curricular - [ Hugo Barcia Kling ] , Prática Extensionista II
06-03-26, Psico - A5 - 11:00 às 12:50 - A cena hospitalar - Adoecimento e hospitalização - Interconsulta - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
06-03-26, BFF2 - A5 - 14:00 às 18:00 - Princípios Gerais da Função Digestiva: Motilidade, controle nervoso e circulação sanguínea. // Propulsão e mistura dos alimentos no trato gastrointestinal. // Fisiologia dos distúrbios gastrointestinais relacionados ao tema - [ Gabriel Carneiro Gonçalves ] , Biofísica e Fisiologia II
09-03-26, PAPM2 - A5 - 09:00 às 10:30 - ANAMNESE - [ Lahís Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
09-03-26, PAPM2 - A5 - 10:30 às 12:30 - PRÁTICA ANAMNESE SIMULADA - [ Pedro Henrique Pinto Martins ] , Programa de Aproximação à Prática Médica II
09-03-26, SF2 - A5 - 14:00 às 17:00 - Fundamentos do SUS (Leis Orgânicas da Saúde: Lei 8080 e Lei 8142/2000 - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
10-03-26, AMEC - A5 - 09:00 às 10:30 - Hipófise - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
10-03-26, AMEC - A5 - 11:00 às 12:30 - Fígado e Vesícula Biliar - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
10-03-26, AMEC - A5 - 16:00 às 17:30 - Prática: Intestinos - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
10-03-26, AMEC - A5 - 16:00 às 17:30 - Prática: Intestinos - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
11-03-26, Anato2 - A5 - 14:00 às 18:00 - Peritônio / Fígado e Vias biliares / Baço e pâncreas - [ Emílio Conceição de Siqueira ] , Anatomia Sistêmica Aplicada II
12-03-26, FB2 - A5 - 09:00 às 12:00 - Dosagem de Triglicerídios - [ Hélcio Serpa de Figueiredo Júnior ] , Funções Biológicas II
12-03-26, PratExt2 - A5 - 14:00 às 17:00 - Trilha AVA - [ Fátima Lúcia Cartaxo Machado ] , Prática Extensionista II
13-03-26, Psico - A5 - 14:00 às 15:50 - Adesão e engajamento ao tratamento - Reações psíquicas ao adoecimento - Atuação em equipe multiprofissional - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
13-03-26, BFF2 - A5 - 09:00 às 13:00 - Sistema Reprodutor Masculino - [ Natalia Santos da Fonseca Martins ] , Biofísica e Fisiologia II
16-03-26, PAPM2 - A5 - 15:30 às 17:30 - AULA PRÁTICA HUV - [ Thaís Lemos de Souza Macedo ] , Programa de Aproximação à Prática Médica II
16-03-26, PAPM2 - A5 - 15:30 às 17:30 - CORREÇÃO DA ANAMNESE - [ Reinaldo de Sousa Itaborahy ] , Programa de Aproximação à Prática Médica II
16-03-26, SF2 - A5 - 09:00 às 12:00 - Fundamentos do SUS (Princípios e diretrizes do SUS/ Participação e Controle Social) - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
17-03-26, AMEC - A5 - 09:00 às 10:30 - Prática: Glândulas Salivares - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
17-03-26, AMEC - A5 - 09:00 às 10:30 - Prática: Glândulas Salivares - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
17-03-26, AMEC - A5 - 14:00 às 15:30 - Adrenal - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
17-03-26, AMEC - A5 - 16:00 às 17:30 - Adrenal - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
18-03-26, Anato2 - A5 - 14:00 às 18:00 - Peritônio / Fígado e Vias biliares / Baço e pâncreas - [ Alan Gomes de Miranda ] , Anatomia Sistêmica Aplicada II
18-03-26, Anato2 - A5 - 14:00 às 18:00 - Peritônio / Fígado e Vias biliares / Baço e pâncreas - [ Fábio Lopes Telles ] , Anatomia Sistêmica Aplicada II
18-03-26, Anato2 - A5 - 14:00 às 18:00 - Peritônio / Fígado e Vias biliares / Baço e pâncreas - [ Juliana Profilo Sampaio ] , Anatomia Sistêmica Aplicada II
19-03-26, FB2 - A5 - 14:00 às 17:00 - Metabolismo Glicídico - [ Cícero Figueiredo Freitas ] , Funções Biológicas II
19-03-26, PratExt2 - A5 - 09:00 às 10:30 - Atenção Primária à Saúde: Processos de trabalho e princípios do SUS - [ Hugo Barcia Kling ] , Prática Extensionista II
20-03-26, Psico - A5 - 09:00 às 10:50 - A família e o processo do adoecimento - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
20-03-26, BFF2 - A5 - 14:00 às 18:00 - Digestão e Absorção no TGI // Fisiologia dos distúrbios gastrointestinais relacionados ao tema - [ Gabriel Carneiro Gonçalves ] , Biofísica e Fisiologia II
23-03-26, PAPM2 - A5 - 09:00 às 10:30 - PRÁTICA ECTOSCOPIA - [ Pedro Henrique Pinto Martins ] , Programa de Aproximação à Prática Médica II
23-03-26, PAPM2 - A5 - 10:30 às 12:30 - SINAIS E SINTOMAS GI I - [ Juliano Leão de Souza ] , Programa de Aproximação à Prática Médica II
23-03-26, SF2 - A5 - 14:00 às 17:00 - Fundamentos do SUS (Pacto pela Saúde) - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
24-03-26, AMEC - A5 - 09:00 às 10:30 - Sangue 1 (Plasma, hemácias, plaquetas) - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
24-03-26, AMEC - A5 - 11:00 às 12:30 - Sangue 2 (Leucócitos e hematopoese) - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
24-03-26, AMEC - A5 - 16:00 às 17:30 - Prática: Fígado e Pâncreas - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
24-03-26, AMEC - A5 - 16:00 às 17:30 - Prática: Fígado e Pâncreas - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
25-03-26, Anato2 - A5 - 09:00 às 13:00 - Hipotálamo e Hipófise / Tireoide e Paratireoide Suprarrenais / Revisão Sistema Digestório - [ Alan Gomes de Miranda ] , Anatomia Sistêmica Aplicada II
25-03-26, Anato2 - A5 - 09:00 às 13:00 - Hipotálamo e Hipófise / Tireoide e Paratireoide Suprarrenais / Revisão Sistema Digestório - [ Fábio Lopes Telles ] , Anatomia Sistêmica Aplicada II
25-03-26, Anato2 - A5 - 09:00 às 13:00 - Hipotálamo e Hipófise / Tireoide e Paratireoide Suprarrenais / Revisão Sistema Digestório - [ Juliana Profilo Sampaio ] , Anatomia Sistêmica Aplicada II
26-03-26, FB2 - A5 - 09:00 às 12:00 - Síntese, metabolismo, estruturas moleculares, eliminação dos pigmentos biliares. - [ Hélcio Serpa de Figueiredo Júnior ] , Funções Biológicas II
26-03-26, PratExt2 - A5 - 14:00 às 17:00 - Trilha AVA - [ Fátima Lúcia Cartaxo Machado ] , Prática Extensionista II
27-03-26, Psico - A5 - 16:00 às 17:50 - Relação médico-paciente - Comunicação em saúde - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
27-03-26, BFF2 - A5 - 09:00 às 13:00 - Introdução à Fisiologia do Sistema nervoso - [ Natalia Santos da Fonseca Martins ] , Biofísica e Fisiologia II
30-03-26, PAPM2 - A5 - 14:00 às 15:30 - AULA PRÁTICA ANAMNESE COM CHECK LIST - [ Reinaldo de Sousa Itaborahy ] , Programa de Aproximação à Prática Médica II
30-03-26, PAPM2 - A5 - 15:30 às 17:30 - SINAIS E SINTOMAS GI II - [ Leonardo Gerhardt Lopes ] , Programa de Aproximação à Prática Médica II
30-03-26, SF2 - A5 - 09:00 às 12:00 - Fundamentos do SUS (Decreto nº 7508/2015 - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
31-03-26, AMEC - A5 - 09:00 às 10:30 - Prática: Fígado e Pâncreas - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
31-03-26, AMEC - A5 - 09:00 às 10:30 - Prática: Fígado e Pâncreas - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
31-03-26, AMEC - A5 - 14:00 às 15:30 - Embriologia do digestório - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
31-03-26, AMEC - A5 - 16:00 às 17:30 - Embriologia do digestório - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
01-04-26, Anato2 - A5 - 09:00 às 13:00 - Hipotálamo e Hipófise / Tireoide e Paratireoide Suprarrenais / Revisão Sistema Digestório - [ Emílio Conceição de Siqueira ] , Anatomia Sistêmica Aplicada II
02-04-26, FB2 - A5 - 14:00 às 17:00 - Disglicemias - [ Cícero Figueiredo Freitas ] , Funções Biológicas II
02-04-26, PratExt2 - A5 - 09:00 às 10:30 - Atenção Primária à Saúde: Porta de entrada; RAS; PNH e atributos APS - [ Hugo Barcia Kling ] , Prática Extensionista II
03-04-26, FERIADO - A5 - - - [ ] , FERIADO
04-04-26, FERIADO - A5 - - - [ ] , FERIADO
06-04-26, AMEC - A5 - 14:00 às 15:30 - - [ ] , Anatomia Microscópica e Embriologia Clínica
06-04-26, PAPM2 - A5 - 09:00 às 10:30 - EXAME FISICO ABDOME I - [ Juliano Leão de Souza ] , Programa de Aproximação à Prática Médica II
06-04-26, PAPM2 - A5 - 09:00 às 10:30 - EXAME FISICO ABDOME I - [ Leonardo Gerhardt Lopes ] , Programa de Aproximação à Prática Médica II
06-04-26, PAPM2 - A5 - 10:30 às 12:30 - AULA TEÓRICA EXAME FISICO CABEÇA E PESCOÇO - [ Lahís Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
06-04-26, PAPM2 - A5 - 10:30 às 12:30 - AULA TEÓRICA EXAME FISICO CABEÇA E PESCOÇO - [ Pedro Henrique Pinto Martins ] , Programa de Aproximação à Prática Médica II
07-04-26, AMEC - A5 - 09:00 às 10:30 - Timo e Baço - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
07-04-26, AMEC - A5 - 11:00 às 12:30 - Formações Linfoides e Linfonodos - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
07-04-26, AMEC - A5 - 16:00 às 17:30 - Prática: Dinâmica - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
07-04-26, AMEC - A5 - 16:00 às 17:30 - Prática: Dinâmica - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
08-04-26, Anato2 - A5 - 14:00 às 18:00 - Reprodutor Feminino / Vascularização da Pelve - [ Alan Gomes de Miranda ] , Anatomia Sistêmica Aplicada II
08-04-26, Anato2 - A5 - 14:00 às 18:00 - Reprodutor Feminino / Vascularização da Pelve - [ Emílio Conceição de Siqueira ] , Anatomia Sistêmica Aplicada II
08-04-26, Anato2 - A5 - 14:00 às 18:00 - Reprodutor Feminino / Vascularização da Pelve - [ Fábio Lopes Telles ] , Anatomia Sistêmica Aplicada II
08-04-26, Anato2 - A5 - 14:00 às 18:00 - Reprodutor Feminino / Vascularização da Pelve - [ Juliana Profilo Sampaio ] , Anatomia Sistêmica Aplicada II
09-04-26, FB2 - A5 - 09:00 às 12:00 - Bioquímica dos hormônios: sinalização/receptores, transporte e controle hormonal - [ Hélcio Serpa de Figueiredo Júnior ] , Funções Biológicas II
09-04-26, PratExt2 - A5 - 14:00 às 17:00 - Trilha AVA - [ Fátima Lúcia Cartaxo Machado ] , Prática Extensionista II
10-04-26, Psico - A5 - 16:00 às 17:50 - Desenvolvimento humano e a prática médica - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
10-04-26, BFF2 - A5 - 08:30 às 10:00 - - [ ] , Biofísica e Fisiologia II
13-04-26, PAPM2 - A5 - 15:30 às 17:30 - P1 PRÁTICA - [ Sandra Maria Barroso Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
13-04-26, SF2 - A5 - 09:00 às 12:00 - Políticas Públicas de Saúde (Política Nacional de Atenção Básica (PNAB) - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
14-04-26, AMEC - A5 - 14:00 às 15:30 - Prática: Sistema linfático - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
14-04-26, AMEC - A5 - 14:00 às 15:30 - Prática: Sistema linfático - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
14-04-26, Psico - A5 - 08:30 às 10:00 - - [ ] , Aspectos Psicológicos do Processo Saúde-Doença
15-04-26, Anato2 - A5 - 09:00 às 13:00 - Reprodutor Feminino / Vascularização da Pelve/ Simulação Exame Preventivo de Colo Uterino nas Peças Cadavéricas - [ Alan Gomes de Miranda ] , Anatomia Sistêmica Aplicada II
15-04-26, Anato2 - A5 - 09:00 às 13:00 - Reprodutor Feminino / Vascularização da Pelve/ Simulação Exame Preventivo de Colo Uterino nas Peças Cadavéricas - [ Emílio Conceição de Siqueira ] , Anatomia Sistêmica Aplicada II
15-04-26, Anato2 - A5 - 09:00 às 13:00 - Reprodutor Feminino / Vascularização da Pelve/ Simulação Exame Preventivo de Colo Uterino nas Peças Cadavéricas - [ Fábio Lopes Telles ] , Anatomia Sistêmica Aplicada II
15-04-26, Anato2 - A5 - 09:00 às 13:00 - Reprodutor Feminino / Vascularização da Pelve/ Simulação Exame Preventivo de Colo Uterino nas Peças Cadavéricas - [ Juliana Profilo Sampaio ] , Anatomia Sistêmica Aplicada II
16-04-26, FB2 - A5 - 09:00 às 12:00 - Metabolismo e exercício - [ Cícero Figueiredo Freitas ] , Funções Biológicas II
16-04-26, FB2 - A5 - 14:00 às 15:30 - - [ ] , Funções Biológicas II
17-04-26, Psico - A5 - 11:00 às 12:50 - Psicologia do desenvolvimento e a prática médica - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
17-04-26, BFF2 - A5 - 14:00 às 18:00 - Sistema Reprodutor Feminino - [ Gabriel Carneiro Gonçalves ] , Biofísica e Fisiologia II
20-04-26, PAPM2 - A5 - 09:00 às 10:30 - AULA PRÁTICA CABEÇA E PESCOÇO - [ Lahís Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
20-04-26, PAPM2 - A5 - 10:30 às 12:30 - EXAME FISICO ABDOME II - [ Juliano Leão de Souza ] , Programa de Aproximação à Prática Médica II
20-04-26, SF2 - A5 - 14:00 às 17:00 - Políticas Públicas de Saúde (Política Nacional de Promoção à Saúde) - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
21-04-26, FERIADO - A5 - - - [ ] , FERIADO
